Sentiment,Phrase
POSITIVE,Tiene buenos conocimientos de la materia y realiza un buen trabajo para que aprendamos
POSITIVE,clase dinámica y de buena forma para explicarnos
POSITIVE,Excelente profesor ya que nos explica de una manera entendible
NEGATIVE,Que se ponga a estudiar falta de Conocimiento
POSITIVE,Excelente conocimiento en su área y en otras
NEGATIVE,Falta de experiencia y conocimiento
POSITIVE,Muy bueno para tener atención del grupo
POSITIVE,tienen conocimientos abundante
NEGATIVE,Es tenaz y se esfuerza en apoyo personal
POSITIVE,Excelente atención del grupo y explicación
NEGATIVE,Mejorar el tiempo de clase y explicación de temas más congruentes
NEGATIVE,deberia de dar mas ejemplos aplicados 
NEGATIVE,Tener un planteamiento mejor de la clase 
NEGATIVE,No explica términos extraños que se ven en clase
NEGATIVE,No explica módulos explicados en otros cuatrimestres
NEGATIVE,muy material es muy tedioso y hace aburrida la clase
NEGATIVE,poco dinámica la clase deberia de poner mas practicas las clases
NEGATIVE,"falta tiempo para entender los temas de la clase, ya que son bastante complicados"
NEGATIVE,"amenaza a los alumnos, genera indiciplina, provoca conflictos entre compañeros"
NEGATIVE,Mucha información genera conflictos
POSITIVE,Es muy bueno para dar esa materia
POSITIVE,es Excelente manejando los contenidos
POSITIVE,Tiene mucha disponibilidad al momento de ayudar a los alumnos
POSITIVE,Maneja los contenidos de la materia
POSITIVE,Es muy bueno para dar esa materia
NEGATIVE,Puede aprovechar mejor el tiempo de su clase
NEGATIVE,Podría hacer más dinámica su clase
NEGATIVE,Podría profundizar mejor en cada uno de los temas
NEGATIVE,Puede aprovechar mejor el tiempo de su clase para explicarnos bien 
POSITIVE,Puede hacer más dinámicas sus clases y se mas puntualidad
NEGATIVE,Desperdicia mucho tiempo en otras cosas que no tienen nada que ver con la clase
NEGATIVE,Pierde mucho tiempo en otras cosas que no tienen nada que ver con la clase
NEGATIVE,se molesta por todo en clase
NEGATIVE,Pierde mucho tiempo antes de dar la clase
NEGATIVE,"Modifica su forma dar la clase, cada semana, reclama por estos comentarios a los alumnos"
POSITIVE,Excelente inglés aprendo mucho sobre este idioma
POSITIVE,Buen manejo de la informacion nos explica de una buena manera
POSITIVE,buenas retroalimentaciones
POSITIVE,buen trabajo explica todos los temas de forma que entendamos
POSITIVE,"Excelente manejo de información, clase y tema"
NEGATIVE,Mejorar el rito de la clase y crecer aún más
POSITIVE,Mayor enfoque a proyecto poner mas en practica sus clases
POSITIVE,Un mejor seguimiento en las actividades
POSITIVE,Mayor enfoque en proyecto
NEGATIVE,Son enfocadas a una mejor manera de aprendizaje
NEGATIVE,No tiene mucho control en su clase
NEGATIVE,Mejor manejo de la información a la hora de exponerlos
POSITIVE,La mayor amenza es el tiempo se lleva mucho en explicaciones
NEGATIVE,Mucha información genera confusión
NEGATIVE,Amenazar a los alumnos genera mayor descontento e indisiplina
NEGATIVE,no logra la atencion del grupo genera indisiplina
POSITIVE,Buena atención al grupo mantiene una buena organizacion
POSITIVE,Conocimiento del tema y da muy buenas explicaciones de los temas
POSITIVE,"Sabe exponer, logra tener la atención del grupo"
NEGATIVE,Explicar con ejemplos ya que la teoria es muy pesada
NEGATIVE,Tener un planteamiento mejor genera confusion 
NEGATIVE,No explica términos que no logramos entender respecto a la carrera
NEGATIVE,Muy tedioso materia deberia de cambiar su forma de imparitr la clase
NEGATIVE,Mucha experiencia es un bue profesor
POSITIVE,Mucha experiencia y prepara bien sus clases
POSITIVE,Prepara bien las clases y nos ayuda en clase
POSITIVE,Busca el desarrollo profesional de sus alumnos
POSITIVE,Promover la práctica con lo que menos hablan
POSITIVE,Incrementar la práctica ya que es bastante la teoria 
POSITIVE,Más práctica la clase eso ayudaria a saber resolver problemas en la vida real 
NEGATIVE,"Da retroalimentación del foda, da consejos y se queda sin ellos"
NEGATIVE,Se molesta y se desquita con quien sea
NEGATIVE,"No prepara clases, no tiene conocimientos de la materia, específicamente Business Process"
POSITIVE,Es un buen profesor y da la clase muy amena
POSITIVE,Sus clases son muy buenas y tiene mucha experiencia laboral
POSITIVE,Sus clases son muy prácticas
POSITIVE,Tiene mucho conocimiento en la materia
POSITIVE,Es buen profesor y tiene mucha experiencia laboral
POSITIVE,Es un buen profesor y tiene mucha experiencia
NEGATIVE,La forma de dar la clase no es la adecuada para entender el tema
NEGATIVE,el profesor no muestra puntualidad ante el grupo
NEGATIVE,La forma de impartir la clase no me agrada no logro entender lo que expone
POSITIVE,Excelente inglés me gusta la forma en la que nos enseña
POSITIVE,muy buena actitud y relaciona los temas a nuestra area
POSITIVE,conocimiento del tema hace las clases muy divertidas
NEGATIVE,nunca nos niega apoyo y muestra atención al grupo
POSITIVE,es un profesor estricto eso puede ayudarnos para ser mejores
POSITIVE,muy dinámica su clase me agrada asistir a la clase
POSITIVE,muestra una buena actitud frente al grupo
POSITIVE,Gran forma de enseñanza
NEGATIVE,Considerar mejor el tiempo
NEGATIVE,Cantidades excesivas de trabajo
NEGATIVE,es un profesor con caracter molesto
POSITIVE,Excelente energía en clase
POSITIVE,Excelente equilibrio práctico
POSITIVE,Buen material de trabajo hace amena la clase 
POSITIVE,Buen material de trabajo logra la atencion del grupo
POSITIVE,Buena dinamica en clase se me hace una materia interesante
NEGATIVE,Falta variedad en vocabulario no sabe de conceptos que vienen en el libro
NEGATIVE,falta dinamismo en clase son muy tediosas las clases con el 
POSITIVE,mas práctica nos pone a leer bastante 
NEGATIVE,tiene un mal caracter en clase y no nos apoya del todo
POSITIVE,más práctica nos da mucha teoria 
NEGATIVE,Clase tediosa y muy aburrida no me gustan sus clases 
NEGATIVE,falta de orden a la hora de explicar 
NEGATIVE,"poca organización, se toma las cosas muy personales"
NEGATIVE,muy aburrida la clase y eso hace perder la atencion del grupo
POSITIVE,"Relación muy personal con alumnos, pasiva-agresiva"
POSITIVE,Excelente dinamismo de la clase
POSITIVE,es muy bueno su nivel de ingles 
POSITIVE,Buen equilibrio entre teoría y práctica
POSITIVE,buen material hace dianmica la clase
POSITIVE,Material completo cubre todos los temas del cronograma
POSITIVE,Excelente dinamismo de la clase siempre fomenta la partivipacion
NEGATIVE,Ser más explícito al explicar
POSITIVE,Más práctica y ver mas ejercicios para resolver en clase
NEGATIVE,Controlar su temperamento tiene un caracter feo 
POSITIVE,Hacer más práctica la clase
POSITIVE,Aprovechar mejor el tiempo
NEGATIVE,Se torna muy aburrida la clase
POSITIVE,Aveces que algo abstracta la explicación de más
NEGATIVE,Se podría aprovechar mejor el tiempo
NEGATIVE,no son clases buenas
NEGATIVE,Demasiada aburrida la clase
NEGATIVE,no tolera las críticas
NEGATIVE,Las clases están incompletas
NEGATIVE,debería de ser más exigente y demostrar más autoridad
NEGATIVE,no hay respeto de los alumnos hacia ella
POSITIVE,hace las clases más dinámicas con diferentes actividades
NEGATIVE,"no explica bien los temas, quedan dudas sin resolver"
POSITIVE,explica muy bien deja bastantes practicas
NEGATIVE,"no se le entiende, habla muy rápido"
POSITIVE,es un maestro claro haces sus clases demasiado dinámicas
NEGATIVE,las clases son demasiado aburridas No se le entiende cuando habla
NEGATIVE,debe mejorar su pronunciación y usar más el libro que nos pidió comprar
POSITIVE,buena profesora
POSITIVE,excelente profesor y persona
NEGATIVE,"debería mejorar su manera de dar clases, tomar cursos de docencia"
POSITIVE,explica excelente es un buen profesor 
